idno,essround,male,age,edu,eth_major,income_10,cntry,vote,country,p5,cyear,ccode,scode,year,flag,fragment,democ,autoc
100000815,2010,1,74,3,1,5,SE,1,Sweden,0,3802010,380,SWD,2010,0,0,10,0
2746,2010,1,74,3,1,6,EE,1,Estonia,1,3662010,366,EST,2010,0,0,9,0
2752,2010,1,74,3,1,6,CH,1,Switzerland,0,2252010,225,SWZ,2010,0,0,10,0
1235,2010,1,74,3,1,6,LT,1,Lithuania,0,3682010,368,LIT,2010,0,0,10,0
10280,2010,1,74,3,1,6,CY,1,Cyprus,1,3522010,352,CYP,2010,0,3,10,0
109535,2010,1,74,3,1,6,DK,1,Denmark,0,3902010,390,DEN,2010,0,0,10,0
118610,2010,1,74,3,1,6,SK,1,Slovakia,NA,NA,NA,NA,NA,NA,NA,NA,NA
1605,2010,1,74,3,NA,6,UA,1,Ukraine,0,3692010,369,UKR,2010,0,0,6,0
501335,2010,1,74,3,1,7,NL,1,Netherlands,0,2102010,210,NTH,2010,0,0,10,0
436,2010,1,74,3,1,7,FR,1,France,1,2202010,220,FRN,2010,0,0,10,0
1811,2010,1,74,3,1,7,FR,1,France,1,2202010,220,FRN,2010,0,0,10,0
101106,2010,1,74,3,1,7,BE,1,Belgium,1,2112010,211,BEL,2010,0,0,8,0
1294,2010,1,74,3,1,7,CH,1,Switzerland,0,2252010,225,SWZ,2010,0,0,10,0
1391,2010,1,74,3,1,7,SI,1,Slovenia,0,3492010,349,SLV,2010,0,0,10,0
1265,2010,1,74,3,0,8,LT,1,Lithuania,0,3682010,368,LIT,2010,0,0,10,0
118,2010,1,74,3,NA,8,IL,2,Israel,0,6662010,666,ISR,2010,0,3,7,1
217567,2010,1,74,3,1,9,DE,1,Germany,0,2552010,255,GMY,2010,0,0,10,0
2765,2010,1,74,3,1,10,CH,1,Switzerland,0,2252010,225,SWZ,2010,0,0,10,0
2072,2010,1,74,3,1,NA,IL,1,Israel,0,6662010,666,ISR,2010,0,3,7,1
26132045,2010,1,74,3,1,NA,GB,2,United Kingdom,0,2002010,200,UKG,2010,0,0,10,0
2873,2010,1,74,3,1,NA,HR,1,Croatia,1,3442010,344,CRO,2010,0,0,9,0
389492,2010,1,74,3,1,NA,DE,1,Germany,0,2552010,255,GMY,2010,0,0,10,0
19716,2010,1,74,3,1,NA,GR,1,Greece,0,3502010,350,GRC,2010,0,0,10,0
389683,2010,1,74,3,1,NA,DE,2,Germany,0,2552010,255,GMY,2010,0,0,10,0
877,2010,1,74,3,1,NA,HR,1,Croatia,1,3442010,344,CRO,2010,0,0,9,0
1239,2010,1,74,3,1,NA,PL,2,Poland,0,2902010,290,POL,2010,0,0,10,0
120502,2010,1,74,4,1,1,BE,1,Belgium,1,2112010,211,BEL,2010,0,0,8,0
657,2010,1,74,4,1,1,BG,1,Bulgaria,1,3552010,355,BUL,2010,0,0,9,0
718,2010,1,74,4,1,2,LT,2,Lithuania,0,3682010,368,LIT,2010,0,0,10,0
2811,2010,1,74,4,1,2,UA,1,Ukraine,0,3692010,369,UKR,2010,0,0,6,0
1238,2010,1,74,4,NA,2,IL,1,Israel,0,6662010,666,ISR,2010,0,3,7,1
2868,2010,1,74,4,1,3,BG,1,Bulgaria,1,3552010,355,BUL,2010,0,0,9,0
1405,2010,1,74,4,1,3,HR,1,Croatia,1,3442010,344,CRO,2010,0,0,9,0
716,2010,1,74,4,1,3,NO,1,Norway,0,3852010,385,NOR,2010,0,0,10,0
2734,2010,1,74,4,1,4,IL,1,Israel,0,6662010,666,ISR,2010,0,3,7,1
469,2010,1,74,4,1,4,SI,1,Slovenia,0,3492010,349,SLV,2010,0,0,10,0
2745,2010,1,74,4,1,5,EE,1,Estonia,1,3662010,366,EST,2010,0,0,9,0
1495,2010,1,74,4,1,5,CZ,1,Czech Republic,1,3162010,316,CZR,2010,0,0,9,0
1956,2010,1,74,4,1,5,UA,1,Ukraine,0,3692010,369,UKR,2010,0,0,6,0
31643098,2010,1,74,4,1,5,GB,1,United Kingdom,0,2002010,200,UKG,2010,0,0,10,0
658,2010,1,74,4,1,5,UA,1,Ukraine,0,3692010,369,UKR,2010,0,0,6,0
540,2010,1,74,4,1,6,FR,1,France,1,2202010,220,FRN,2010,0,0,10,0
3942,2010,1,74,4,1,6,PL,1,Poland,0,2902010,290,POL,2010,0,0,10,0
2165,2010,1,74,4,1,6,UA,1,Ukraine,0,3692010,369,UKR,2010,0,0,6,0
11593,2010,1,74,4,1,7,HU,1,Hungary,0,3102010,310,HUN,2010,0,0,10,0
1926,2010,1,74,4,1,7,CZ,1,Czech Republic,1,3162010,316,CZR,2010,0,0,9,0
106107,2010,1,74,4,1,7,SK,2,Slovakia,NA,NA,NA,NA,NA,NA,NA,NA,NA
101074,2010,1,74,4,1,8,DK,1,Denmark,0,3902010,390,DEN,2010,0,0,10,0
502071,2010,1,74,4,1,8,NL,2,Netherlands,0,2102010,210,NTH,2010,0,0,10,0
2192,2010,1,74,4,1,8,CH,1,Switzerland,0,2252010,225,SWZ,2010,0,0,10,0
1429,2010,1,74,4,1,8,UA,1,Ukraine,0,3692010,369,UKR,2010,0,0,6,0
290,2010,1,74,4,1,9,IL,1,Israel,0,6662010,666,ISR,2010,0,3,7,1
502301,2010,1,74,4,1,9,NL,1,Netherlands,0,2102010,210,NTH,2010,0,0,10,0
620,2010,1,74,4,1,9,IL,1,Israel,0,6662010,666,ISR,2010,0,3,7,1
502607,2010,1,74,4,1,9,NL,1,Netherlands,0,2102010,210,NTH,2010,0,0,10,0
1442,2010,1,74,4,1,10,EE,1,Estonia,1,3662010,366,EST,2010,0,0,9,0
3204,2010,1,74,4,1,10,BG,2,Bulgaria,1,3552010,355,BUL,2010,0,0,9,0
16910,2010,1,74,4,1,10,GR,1,Greece,0,3502010,350,GRC,2010,0,0,10,0
9833,2010,1,74,4,1,10,PL,1,Poland,0,2902010,290,POL,2010,0,0,10,0
200001895,2010,1,74,4,1,10,SE,1,Sweden,0,3802010,380,SWD,2010,0,0,10,0
2561,2010,1,74,4,1,10,HR,1,Croatia,1,3442010,344,CRO,2010,0,0,9,0
500125,2010,1,74,4,1,NA,NL,1,Netherlands,0,2102010,210,NTH,2010,0,0,10,0
2140,2010,1,74,4,NA,NA,IL,1,Israel,0,6662010,666,ISR,2010,0,3,7,1
1531,2010,1,74,NA,1,6,LT,1,Lithuania,0,3682010,368,LIT,2010,0,0,10,0
428,2010,1,75,1,0,1,BG,2,Bulgaria,1,3552010,355,BUL,2010,0,0,9,0
501962,2010,1,75,1,0,1,NL,2,Netherlands,0,2102010,210,NTH,2010,0,0,10,0
19388,2010,1,75,1,1,1,IE,1,Ireland,0,2052010,205,IRE,2010,0,0,10,0
511577,2010,1,75,1,1,1,CY,1,Cyprus,1,3522010,352,CYP,2010,0,3,10,0
19510,2010,1,75,1,1,1,IE,1,Ireland,0,2052010,205,IRE,2010,0,0,10,0
16145,2010,1,75,1,1,1,IE,1,Ireland,0,2052010,205,IRE,2010,0,0,10,0
29939667,2010,1,75,1,1,1,GB,2,United Kingdom,0,2002010,200,UKG,2010,0,0,10,0
1944,2010,1,75,1,1,1,BG,1,Bulgaria,1,3552010,355,BUL,2010,0,0,9,0
19157,2010,1,75,1,1,1,IE,1,Ireland,0,2052010,205,IRE,2010,0,0,10,0
200001898,2010,1,75,1,1,1,SE,1,Sweden,0,3802010,380,SWD,2010,0,0,10,0
509,2010,1,75,1,1,1,ES,1,Spain,0,2302010,230,SPN,2010,0,0,10,0
13306411,2010,1,75,1,1,1,GB,1,United Kingdom,0,2002010,200,UKG,2010,0,0,10,0
20423,2010,1,75,1,1,1,IE,1,Ireland,0,2052010,205,IRE,2010,0,0,10,0
200001773,2010,1,75,1,1,1,SE,1,Sweden,0,3802010,380,SWD,2010,0,0,10,0
4509,2010,1,75,1,1,1,RU,1,Russian Federation,NA,NA,NA,NA,NA,NA,NA,NA,NA
11703276,2010,1,75,1,0,2,GB,2,United Kingdom,0,2002010,200,UKG,2010,0,0,10,0
500089,2010,1,75,1,0,2,NL,1,Netherlands,0,2102010,210,NTH,2010,0,0,10,0
23426776,2010,1,75,1,1,2,GB,1,United Kingdom,0,2002010,200,UKG,2010,0,0,10,0
206369,2010,1,75,1,1,2,DK,1,Denmark,0,3902010,390,DEN,2010,0,0,10,0
502769,2010,1,75,1,1,2,NL,2,Netherlands,0,2102010,210,NTH,2010,0,0,10,0
11603112,2010,1,75,1,1,2,GB,1,United Kingdom,0,2002010,200,UKG,2010,0,0,10,0
1647,2010,1,75,1,1,2,HR,2,Croatia,1,3442010,344,CRO,2010,0,0,9,0
872,2010,1,75,1,1,2,FR,1,France,1,2202010,220,FRN,2010,0,0,10,0
9408,2010,1,75,1,1,2,GR,1,Greece,0,3502010,350,GRC,2010,0,0,10,0
2419,2010,1,75,1,1,2,FR,1,France,1,2202010,220,FRN,2010,0,0,10,0
126803,2010,1,75,1,1,2,BE,1,Belgium,1,2112010,211,BEL,2010,0,0,8,0
3063,2010,1,75,1,1,2,RU,1,Russian Federation,NA,NA,NA,NA,NA,NA,NA,NA,NA
928,2010,1,75,1,1,2,UA,1,Ukraine,0,3692010,369,UKR,2010,0,0,6,0
4220,2010,1,75,1,0,3,GR,1,Greece,0,3502010,350,GRC,2010,0,0,10,0
262,2010,1,75,1,1,3,ES,1,Spain,0,2302010,230,SPN,2010,0,0,10,0
2820,2010,1,75,1,1,3,GR,1,Greece,0,3502010,350,GRC,2010,0,0,10,0
2552,2010,1,75,1,1,3,RU,1,Russian Federation,NA,NA,NA,NA,NA,NA,NA,NA,NA
2623,2010,1,75,1,1,3,ES,1,Spain,0,2302010,230,SPN,2010,0,0,10,0
17506,2010,1,75,1,1,3,GR,1,Greece,0,3502010,350,GRC,2010,0,0,10,0
29038006,2010,1,75,1,1,3,GB,1,United Kingdom,0,2002010,200,UKG,2010,0,0,10,0
127806,2010,1,75,1,1,3,BE,1,Belgium,1,2112010,211,BEL,2010,0,0,8,0
2477,2010,1,75,1,1,3,HR,1,Croatia,1,3442010,344,CRO,2010,0,0,9,0
200001628,2010,1,75,1,1,3,SE,1,Sweden,0,3802010,380,SWD,2010,0,0,10,0
1178,2010,1,75,1,1,3,ES,1,Spain,0,2302010,230,SPN,2010,0,0,10,0
1201,2010,1,75,1,1,3,UA,1,Ukraine,0,3692010,369,UKR,2010,0,0,6,0
12298,2010,1,75,1,1,4,FI,1,Finland,0,3752010,375,FIN,2010,0,0,10,0
300002432,2010,1,75,1,1,4,SE,1,Sweden,0,3802010,380,SWD,2010,0,0,10,0
11644,2010,1,75,1,1,4,FI,1,Finland,0,3752010,375,FIN,2010,0,0,10,0
200001868,2010,1,75,1,1,4,SE,1,Sweden,0,3802010,380,SWD,2010,0,0,10,0
12071,2010,1,75,1,1,4,FI,2,Finland,0,3752010,375,FIN,2010,0,0,10,0
620,2010,1,75,1,1,4,ES,1,Spain,0,2302010,230,SPN,2010,0,0,10,0
1949,2010,1,75,1,1,4,ES,1,Spain,0,2302010,230,SPN,2010,0,0,10,0
2013,2010,1,75,1,1,4,UA,2,Ukraine,0,3692010,369,UKR,2010,0,0,6,0
14706,2010,1,75,1,1,4,GR,1,Greece,0,3502010,350,GRC,2010,0,0,10,0
2717,2010,1,75,1,1,4,IL,2,Israel,0,6662010,666,ISR,2010,0,3,7,1
12012,2010,1,75,1,1,5,FI,1,Finland,0,3752010,375,FIN,2010,0,0,10,0
11661,2010,1,75,1,1,5,FI,1,Finland,0,3752010,375,FIN,2010,0,0,10,0
11442,2010,1,75,1,1,5,FI,1,Finland,0,3752010,375,FIN,2010,0,0,10,0
1342,2010,1,75,1,1,5,LT,1,Lithuania,0,3682010,368,LIT,2010,0,0,10,0
11820,2010,1,75,1,1,5,HU,2,Hungary,0,3102010,310,HUN,2010,0,0,10,0
802,2010,1,75,1,1,5,GR,1,Greece,0,3502010,350,GRC,2010,0,0,10,0
26833458,2010,1,75,1,0,6,GB,1,United Kingdom,0,2002010,200,UKG,2010,0,0,10,0
21122147,2010,1,75,1,1,6,GB,1,United Kingdom,0,2002010,200,UKG,2010,0,0,10,0
11575,2010,1,75,1,1,6,CY,1,Cyprus,1,3522010,352,CYP,2010,0,3,10,0
300002040,2010,1,75,1,1,7,SE,1,Sweden,0,3802010,380,SWD,2010,0,0,10,0
2670,2010,1,75,1,1,NA,PT,1,Portugal,0,2352010,235,POR,2010,0,0,10,0
16344,2010,1,75,1,1,NA,IE,2,Ireland,0,2052010,205,IRE,2010,0,0,10,0
502193,2010,1,75,1,1,NA,NL,1,Netherlands,0,2102010,210,NTH,2010,0,0,10,0
7051,2010,1,75,1,1,NA,PL,1,Poland,0,2902010,290,POL,2010,0,0,10,0
15009834,2010,1,75,1,1,NA,GB,1,United Kingdom,0,2002010,200,UKG,2010,0,0,10,0
1111,2010,1,75,1,1,NA,PT,1,Portugal,0,2352010,235,POR,2010,0,0,10,0
6410,2010,1,75,1,1,NA,GR,1,Greece,0,3502010,350,GRC,2010,0,0,10,0
1137,2010,1,75,1,1,NA,HR,1,Croatia,1,3442010,344,CRO,2010,0,0,9,0
1665,2010,1,75,1,1,NA,PT,1,Portugal,0,2352010,235,POR,2010,0,0,10,0
25530894,2010,1,75,1,1,NA,GB,1,United Kingdom,0,2002010,200,UKG,2010,0,0,10,0
1533,2010,1,75,1,1,NA,FR,2,France,1,2202010,220,FRN,2010,0,0,10,0
813,2010,1,75,1,1,NA,PT,1,Portugal,0,2352010,235,POR,2010,0,0,10,0
10765,2010,1,75,1,1,NA,FI,1,Finland,0,3752010,375,FIN,2010,0,0,10,0
16386,2010,1,75,1,1,NA,IE,1,Ireland,0,2052010,205,IRE,2010,0,0,10,0
319,2010,1,75,1,1,NA,PT,1,Portugal,0,2352010,235,POR,2010,0,0,10,0
133,2010,1,75,1,1,NA,ES,1,Spain,0,2302010,230,SPN,2010,0,0,10,0
345,2010,1,75,1,1,NA,PT,1,Portugal,0,2352010,235,POR,2010,0,0,10,0
278,2010,1,75,1,1,NA,PT,1,Portugal,0,2352010,235,POR,2010,0,0,10,0
2988,2010,1,75,1,1,NA,PT,1,Portugal,0,2352010,235,POR,2010,0,0,10,0
520,2010,1,75,1,1,NA,PT,1,Portugal,0,2352010,235,POR,2010,0,0,10,0
1541,2010,1,75,1,1,NA,PT,1,Portugal,0,2352010,235,POR,2010,0,0,10,0
1813,2010,1,75,1,1,NA,PT,1,Portugal,0,2352010,235,POR,2010,0,0,10,0
630,2010,1,75,2,0,1,HR,2,Croatia,1,3442010,344,CRO,2010,0,0,9,0
1227,2010,1,75,2,1,1,HR,1,Croatia,1,3442010,344,CRO,2010,0,0,9,0
4250,2010,1,75,2,1,2,PL,1,Poland,0,2902010,290,POL,2010,0,0,10,0
22958,2010,1,75,2,1,2,IE,1,Ireland,0,2052010,205,IRE,2010,0,0,10,0
1163,2010,1,75,2,1,2,SI,1,Slovenia,0,3492010,349,SLV,2010,0,0,10,0
146,2010,1,75,2,1,3,PL,1,Poland,0,2902010,290,POL,2010,0,0,10,0
19304,2010,1,75,2,1,3,IE,1,Ireland,0,2052010,205,IRE,2010,0,0,10,0
1653,2010,1,75,2,1,3,RU,1,Russian Federation,NA,NA,NA,NA,NA,NA,NA,NA,NA
9650,2010,1,75,2,1,3,PL,1,Poland,0,2902010,290,POL,2010,0,0,10,0
501259,2010,1,75,2,1,4,NL,1,Netherlands,0,2102010,210,NTH,2010,0,0,10,0
2064,2010,1,75,2,1,4,HR,2,Croatia,1,3442010,344,CRO,2010,0,0,9,0
501125,2010,1,75,2,1,4,NL,1,Netherlands,0,2102010,210,NTH,2010,0,0,10,0
11720,2010,1,75,2,1,4,HU,1,Hungary,0,3102010,310,HUN,2010,0,0,10,0
9687,2010,1,75,2,1,4,PL,2,Poland,0,2902010,290,POL,2010,0,0,10,0
1444,2010,1,75,2,1,4,BG,1,Bulgaria,1,3552010,355,BUL,2010,0,0,9,0
1411,2010,1,75,2,1,5,EE,1,Estonia,1,3662010,366,EST,2010,0,0,9,0
4962,2010,1,75,2,1,5,RU,1,Russian Federation,NA,NA,NA,NA,NA,NA,NA,NA,NA
2028,2010,1,75,2,1,5,BG,1,Bulgaria,1,3552010,355,BUL,2010,0,0,9,0
388911,2010,1,75,2,1,5,DE,1,Germany,0,2552010,255,GMY,2010,0,0,10,0
1123,2010,1,75,2,1,5,BG,1,Bulgaria,1,3552010,355,BUL,2010,0,0,9,0
12322,2010,1,75,2,1,6,FI,1,Finland,0,3752010,375,FIN,2010,0,0,10,0
2442,2010,1,75,2,1,6,EE,1,Estonia,1,3662010,366,EST,2010,0,0,9,0
91,2010,1,75,2,1,6,HR,2,Croatia,1,3442010,344,CRO,2010,0,0,9,0
2349,2010,1,75,2,1,6,ES,1,Spain,0,2302010,230,SPN,2010,0,0,10,0
501696,2010,1,75,2,1,7,NL,1,Netherlands,0,2102010,210,NTH,2010,0,0,10,0
11402803,2010,1,75,2,1,8,GB,1,United Kingdom,0,2002010,200,UKG,2010,0,0,10,0
3025,2010,1,75,2,1,NA,PT,1,Portugal,0,2352010,235,POR,2010,0,0,10,0
391775,2010,1,75,2,1,NA,DE,2,Germany,0,2552010,255,GMY,2010,0,0,10,0
2448,2010,1,75,2,1,NA,PL,1,Poland,0,2902010,290,POL,2010,0,0,10,0
108905,2010,1,75,2,1,NA,SK,1,Slovakia,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,2010,1,75,2,1,NA,CH,1,Switzerland,0,2252010,225,SWZ,2010,0,0,10,0
3125,2010,1,75,2,1,NA,PL,1,Poland,0,2902010,290,POL,2010,0,0,10,0
667,2010,1,75,2,1,NA,CZ,1,Czech Republic,1,3162010,316,CZR,2010,0,0,9,0
101189,2010,1,75,3,1,1,DK,1,Denmark,0,3902010,390,DEN,2010,0,0,10,0
16828,2010,1,75,3,1,1,IE,1,Ireland,0,2052010,205,IRE,2010,0,0,10,0
627,2010,1,75,3,1,1,NO,2,Norway,0,3852010,385,NOR,2010,0,0,10,0
21718100,2010,1,75,3,1,1,DE,1,Germany,0,2552010,255,GMY,2010,0,0,10,0
121704,2010,1,75,3,1,1,SK,1,Slovakia,NA,NA,NA,NA,NA,NA,NA,NA,NA
21796900,2010,1,75,3,1,1,DE,1,Germany,0,2552010,255,GMY,2010,0,0,10,0
20220396,2010,1,75,3,NA,1,GB,2,United Kingdom,0,2002010,200,UKG,2010,0,0,10,0
21322599,2010,1,75,3,0,2,GB,1,United Kingdom,0,2002010,200,UKG,2010,0,0,10,0
20520830,2010,1,75,3,0,2,GB,2,United Kingdom,0,2002010,200,UKG,2010,0,0,10,0
107054,2010,1,75,3,1,2,DK,1,Denmark,0,3902010,390,DEN,2010,0,0,10,0
3478,2010,1,75,3,1,2,CH,1,Switzerland,0,2252010,225,SWZ,2010,0,0,10,0
1879,2010,1,75,3,1,2,IL,1,Israel,0,6662010,666,ISR,2010,0,3,7,1
572,2010,1,75,3,1,2,NO,1,Norway,0,3852010,385,NOR,2010,0,0,10,0
1589,2010,1,75,3,1,2,IL,1,Israel,0,6662010,666,ISR,2010,0,3,7,1
617,2010,1,75,3,1,2,CZ,1,Czech Republic,1,3162010,316,CZR,2010,0,0,9,0
2266,2010,1,75,3,1,2,CZ,1,Czech Republic,1,3162010,316,CZR,2010,0,0,9,0
435,2010,1,75,3,0,3,HR,1,Croatia,1,3442010,344,CRO,2010,0,0,9,0
127903,2010,1,75,3,1,3,BE,1,Belgium,1,2112010,211,BEL,2010,0,0,8,0
1770,2010,1,75,3,1,3,CH,1,Switzerland,0,2252010,225,SWZ,2010,0,0,10,0
202137,2010,1,75,3,1,3,DK,1,Denmark,0,3902010,390,DEN,2010,0,0,10,0
2534,2010,1,75,3,1,3,EE,1,Estonia,1,3662010,366,EST,2010,0,0,9,0
501,2010,1,75,3,1,3,SI,1,Slovenia,0,3492010,349,SLV,2010,0,0,10,0
1431,2010,1,75,3,1,3,UA,1,Ukraine,0,3692010,369,UKR,2010,0,0,6,0
21503400,2010,1,75,3,1,3,DE,1,Germany,0,2552010,255,GMY,2010,0,0,10,0
10895,2010,1,75,3,1,3,FI,1,Finland,0,3752010,375,FIN,2010,0,0,10,0
21693500,2010,1,75,3,1,3,DE,1,Germany,0,2552010,255,GMY,2010,0,0,10,0
575,2010,1,75,3,1,3,CZ,2,Czech Republic,1,3162010,316,CZR,2010,0,0,9,0
2709,2010,1,75,3,1,3,NO,1,Norway,0,3852010,385,NOR,2010,0,0,10,0
548,2010,1,75,3,1,3,ES,1,Spain,0,2302010,230,SPN,2010,0,0,10,0
300002224,2010,1,75,3,1,3,SE,1,Sweden,0,3802010,380,SWD,2010,0,0,10,0
8563,2010,1,75,3,1,3,PL,1,Poland,0,2902010,290,POL,2010,0,0,10,0
2297,2010,1,75,3,1,3,BG,2,Bulgaria,1,3552010,355,BUL,2010,0,0,9,0
9608,2010,1,75,3,1,3,GR,1,Greece,0,3502010,350,GRC,2010,0,0,10,0
414045,2010,1,75,3,1,4,DE,1,Germany,0,2552010,255,GMY,2010,0,0,10,0
1045,2010,1,75,3,1,4,NO,1,Norway,0,3852010,385,NOR,2010,0,0,10,0
2646,2010,1,75,3,1,4,HR,1,Croatia,1,3442010,344,CRO,2010,0,0,9,0
6976,2010,1,75,3,1,4,PL,1,Poland,0,2902010,290,POL,2010,0,0,10,0
391133,2010,1,75,3,1,4,DE,1,Germany,0,2552010,255,GMY,2010,0,0,10,0
1304,2010,1,75,3,1,4,HR,1,Croatia,1,3442010,344,CRO,2010,0,0,9,0
690,2010,1,75,3,1,4,IL,1,Israel,0,6662010,666,ISR,2010,0,3,7,1
16412722,2010,1,75,3,1,4,GB,1,United Kingdom,0,2002010,200,UKG,2010,0,0,10,0
1440,2010,1,75,3,1,4,CZ,1,Czech Republic,1,3162010,316,CZR,2010,0,0,9,0
11922,2010,1,75,3,1,4,HU,1,Hungary,0,3102010,310,HUN,2010,0,0,10,0
9913,2010,1,75,3,1,4,PL,1,Poland,0,2902010,290,POL,2010,0,0,10,0
1745,2010,1,75,3,1,5,RU,1,Russian Federation,NA,NA,NA,NA,NA,NA,NA,NA,NA
390831,2010,1,75,3,1,5,DE,1,Germany,0,2552010,255,GMY,2010,0,0,10,0
446464,2010,1,75,3,1,5,DE,1,Germany,0,2552010,255,GMY,2010,0,0,10,0
2065,2010,1,75,3,1,5,CZ,1,Czech Republic,1,3162010,316,CZR,2010,0,0,9,0
1953,2010,1,75,3,1,5,BG,1,Bulgaria,1,3552010,355,BUL,2010,0,0,9,0
1360,2010,1,75,3,1,5,FR,1,France,1,2202010,220,FRN,2010,0,0,10,0
376,2010,1,75,3,1,6,SI,1,Slovenia,0,3492010,349,SLV,2010,0,0,10,0
200001063,2010,1,75,3,1,6,SE,1,Sweden,0,3802010,380,SWD,2010,0,0,10,0
2198,2010,1,75,3,1,6,EE,1,Estonia,1,3662010,366,EST,2010,0,0,9,0
1874,2010,1,75,3,1,6,HR,1,Croatia,1,3442010,344,CRO,2010,0,0,9,0
2190,2010,1,75,3,1,6,IL,2,Israel,0,6662010,666,ISR,2010,0,3,7,1
100000729,2010,1,75,3,1,6,SE,1,Sweden,0,3802010,380,SWD,2010,0,0,10,0
2749,2010,1,75,3,1,6,HR,1,Croatia,1,3442010,344,CRO,2010,0,0,9,0
693,2010,1,75,3,1,6,CZ,1,Czech Republic,1,3162010,316,CZR,2010,0,0,9,0
5088,2010,1,75,3,1,6,PL,1,Poland,0,2902010,290,POL,2010,0,0,10,0
1640,2010,1,75,3,1,6,HR,1,Croatia,1,3442010,344,CRO,2010,0,0,9,0
681,2010,1,75,3,1,6,EE,1,Estonia,1,3662010,366,EST,2010,0,0,9,0
2527,2010,1,75,3,1,6,PL,1,Poland,0,2902010,290,POL,2010,0,0,10,0
501155,2010,1,75,3,1,7,NL,1,Netherlands,0,2102010,210,NTH,2010,0,0,10,0
1854,2010,1,75,3,1,7,IL,2,Israel,0,6662010,666,ISR,2010,0,3,7,1
840,2010,1,75,3,1,7,IL,1,Israel,0,6662010,666,ISR,2010,0,3,7,1
7812,2010,1,75,3,1,7,GR,1,Greece,0,3502010,350,GRC,2010,0,0,10,0
12942,2010,1,75,3,1,7,FI,1,Finland,0,3752010,375,FIN,2010,0,0,10,0
21714800,2010,1,75,3,1,7,DE,1,Germany,0,2552010,255,GMY,2010,0,0,10,0
21683800,2010,1,75,3,1,8,DE,1,Germany,0,2552010,255,GMY,2010,0,0,10,0
21692400,2010,1,75,3,1,8,DE,1,Germany,0,2552010,255,GMY,2010,0,0,10,0
943,2010,1,75,3,1,8,FR,1,France,1,2202010,220,FRN,2010,0,0,10,0
115007,2010,1,75,3,1,8,SK,2,Slovakia,NA,NA,NA,NA,NA,NA,NA,NA,NA
121705,2010,1,75,3,1,9,SK,1,Slovakia,NA,NA,NA,NA,NA,NA,NA,NA,NA
1763,2010,1,75,3,1,9,IL,1,Israel,0,6662010,666,ISR,2010,0,3,7,1
448,2010,1,75,3,1,10,SI,1,Slovenia,0,3492010,349,SLV,2010,0,0,10,0
21889700,2010,1,75,3,1,10,DE,1,Germany,0,2552010,255,GMY,2010,0,0,10,0
107802,2010,1,75,3,1,NA,BE,1,Belgium,1,2112010,211,BEL,2010,0,0,8,0
2345,2010,1,75,3,1,NA,IL,1,Israel,0,6662010,666,ISR,2010,0,3,7,1
106781,2010,1,75,3,1,NA,DK,1,Denmark,0,3902010,390,DEN,2010,0,0,10,0
2621,2010,1,75,3,1,NA,PT,1,Portugal,0,2352010,235,POR,2010,0,0,10,0
794,2010,1,75,3,1,NA,PT,1,Portugal,0,2352010,235,POR,2010,0,0,10,0
823,2010,1,75,3,1,NA,BG,1,Bulgaria,1,3552010,355,BUL,2010,0,0,9,0
3425,2010,1,75,3,1,NA,RU,1,Russian Federation,NA,NA,NA,NA,NA,NA,NA,NA,NA
10858,2010,1,75,3,1,NA,HU,1,Hungary,0,3102010,310,HUN,2010,0,0,10,0
1885,2010,1,75,3,1,NA,ES,2,Spain,0,2302010,230,SPN,2010,0,0,10,0
389536,2010,1,75,3,1,NA,DE,1,Germany,0,2552010,255,GMY,2010,0,0,10,0
14901,2010,1,75,3,1,NA,GR,1,Greece,0,3502010,350,GRC,2010,0,0,10,0
501,2010,1,75,3,1,NA,UA,1,Ukraine,0,3692010,369,UKR,2010,0,0,6,0
603,2010,1,75,3,1,NA,SI,1,Slovenia,0,3492010,349,SLV,2010,0,0,10,0
1952,2010,1,75,4,1,1,CH,1,Switzerland,0,2252010,225,SWZ,2010,0,0,10,0
1950,2010,1,75,4,1,2,NO,1,Norway,0,3852010,385,NOR,2010,0,0,10,0
1629,2010,1,75,4,1,3,UA,1,Ukraine,0,3692010,369,UKR,2010,0,0,6,0
1072,2010,1,75,4,1,3,UA,1,Ukraine,0,3692010,369,UKR,2010,0,0,6,0
1134,2010,1,75,4,1,4,LT,1,Lithuania,0,3682010,368,LIT,2010,0,0,10,0
244,2010,1,75,4,1,4,CZ,1,Czech Republic,1,3162010,316,CZR,2010,0,0,9,0
2836,2010,1,75,4,NA,4,IL,1,Israel,0,6662010,666,ISR,2010,0,3,7,1
1587,2010,1,75,4,0,5,EE,3,Estonia,1,3662010,366,EST,2010,0,0,9,0
484,2010,1,75,4,1,5,IL,1,Israel,0,6662010,666,ISR,2010,0,3,7,1
635,2010,1,75,4,1,5,BG,1,Bulgaria,1,3552010,355,BUL,2010,0,0,9,0
3654,2010,1,75,4,0,6,RU,1,Russian Federation,NA,NA,NA,NA,NA,NA,NA,NA,NA
391316,2010,1,75,4,1,6,DE,1,Germany,0,2552010,255,GMY,2010,0,0,10,0
502764,2010,1,75,4,1,7,NL,1,Netherlands,0,2102010,210,NTH,2010,0,0,10,0
11342,2010,1,75,4,1,7,FI,1,Finland,0,3752010,375,FIN,2010,0,0,10,0
